UID	ACCESSION	VERSION	ORGANISM	SEQ_LEN	CREATE_DATE	AUTHORS	TITLE	REFERENCE	NOTE	TAXONOMY
13273116	AF347003	1	Homo sapiens	16570	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985823	AF382013	1	Homo sapiens	16567	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272864	AF346985	1	Homo sapiens	16567	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985571	AF381995	1	Homo sapiens	16569	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272612	AF346967	1	Homo sapiens	16567	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273130	AF347004	1	Homo sapiens	16572	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272878	AF346986	1	Homo sapiens	16567	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272626	AF346968	1	Homo sapiens	16567	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273144	AF347005	1	Homo sapiens	16572	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272892	AF346987	1	Homo sapiens	16566	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985599	AF381997	1	Homo sapiens	16569	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272640	AF346969	1	Homo sapiens	16567	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273158	AF347006	1	Homo sapiens	16568	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272906	AF346988	1	Homo sapiens	16569	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985613	AF381998	1	Homo sapiens	16567	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272654	AF346970	1	Homo sapiens	16570	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273172	AF347007	1	Homo sapiens	16560	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272920	AF346989	1	Homo sapiens	16568	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
667668826	AF381986	2	Homo sapiens	16568	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272668	AF346971	1	Homo sapiens	16567	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
667668828	AF381999	2	Homo sapiens	16568	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
667668830	AF382003	2	Homo sapiens	16570	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985375	AF381981	1	Homo sapiens	16568	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
667668832	AF382007	2	Homo sapiens	16563	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273186	AF347008	1	Homo sapiens	16569	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
667668834	AF382010	2	Homo sapiens	16569	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272934	AF346990	1	Homo sapiens	16569	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985641	AF382000	1	Homo sapiens	16569	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272682	AF346972	1	Homo sapiens	16570	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985389	AF381982	1	Homo sapiens	16569	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273200	AF347009	1	Homo sapiens	16567	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272948	AF346991	1	Homo sapiens	16570	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985655	AF382001	1	Homo sapiens	16568	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272696	AF346973	1	Homo sapiens	16570	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985403	AF381983	1	Homo sapiens	16567	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273214	AF347010	1	Homo sapiens	16570	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272962	AF346992	1	Homo sapiens	16571	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985669	AF382002	1	Homo sapiens	16570	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272710	AF346974	1	Homo sapiens	16571	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273228	AF347011	1	Homo sapiens	16562	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272976	AF346993	1	Homo sapiens	16558	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272724	AF346975	1	Homo sapiens	16567	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985431	AF381985	1	Homo sapiens	16570	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273242	AF347012	1	Homo sapiens	16567	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272990	AF346994	1	Homo sapiens	16569	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985697	AF382004	1	Homo sapiens	16569	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272738	AF346976	1	Homo sapiens	16570	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273256	AF347013	1	Homo sapiens	16566	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273004	AF346995	1	Homo sapiens	16568	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985711	AF382005	1	Homo sapiens	16572	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272752	AF346977	1	Homo sapiens	16569	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985459	AF381987	1	Homo sapiens	16569	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273270	AF347014	1	Homo sapiens	16567	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273018	AF346996	1	Homo sapiens	16566	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985725	AF382006	1	Homo sapiens	16570	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13272766	AF346978	1	Homo sapiens	16569	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
17985473	AF381988	1	Homo sapiens	16567	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
29294531	AF381992	2	Homo sapiens	16566	2001-12-27	Maca-Meyer,N.,Gonzalez,A.M.,Larruga,J.M.,Flores,C.,Cabrera,V.M	Major genomic mitochondrial lineages delineate early human expansions	BMC Genet. 2 (1), 13 (2001)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
13273284	AF347015	1	Homo sapiens	16571	2001-03-11	Ingman,M.,Kaessmann,H.,Paabo,S.,Gyllensten,U	Mitochondrial genome variation and the origin of modern humans	Nature 408 (6813), 708-713 (2000)		Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
